country,year,sex,age,suicides_no,population,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation,suicides/100k pop
Kuwait,2009,male,25-34 years,14,635172,Kuwait2009,,"1,05,89,99,30,507",33453,Generation X,2.2
Kuwait,2009,female,35-54 years,6,342583,Kuwait2009,,"1,05,89,99,30,507",33453,Boomers,1.75
Kuwait,2009,male,15-24 years,4,262196,Kuwait2009,,"1,05,89,99,30,507",33453,Millenials,1.53
Kuwait,2009,female,55-74 years,1,68187,Kuwait2009,,"1,05,89,99,30,507",33453,Silent,1.47
Kuwait,2009,female,15-24 years,3,219634,Kuwait2009,,"1,05,89,99,30,507",33453,Millenials,1.37
Kuwait,2009,female,5-14 years,0,219779,Kuwait2009,,"1,05,89,99,30,507",33453,Generation Z,0
Kuwait,2009,female,75+ years,0,8255,Kuwait2009,,"1,05,89,99,30,507",33453,Silent,0
Kuwait,2009,male,5-14 years,0,231825,Kuwait2009,,"1,05,89,99,30,507",33453,Generation Z,0
Kuwait,2009,male,55-74 years,0,113405,Kuwait2009,,"1,05,89,99,30,507",33453,Silent,0
Kuwait,2009,male,75+ years,0,7263,Kuwait2009,,"1,05,89,99,30,507",33453,Silent,0
Kuwait,2010,male,55-74 years,3,121359,Kuwait2010,0.809,"1,15,41,90,50,942",35171,Silent,2.47
Kuwait,2010,female,25-34 years,8,351659,Kuwait2010,0.809,"1,15,41,90,50,942",35171,Generation X,2.27
Kuwait,2010,male,25-34 years,13,619392,Kuwait2010,0.809,"1,15,41,90,50,942",35171,Generation X,2.1
Kuwait,2010,male,35-54 years,9,762814,Kuwait2010,0.809,"1,15,41,90,50,942",35171,Generation X,1.18
Kuwait,2010,female,15-24 years,2,231645,Kuwait2010,0.809,"1,15,41,90,50,942",35171,Millenials,0.86
Kuwait,2010,female,35-54 years,3,387443,Kuwait2010,0.809,"1,15,41,90,50,942",35171,Generation X,0.77
Kuwait,2010,male,15-24 years,1,254945,Kuwait2010,0.809,"1,15,41,90,50,942",35171,Millenials,0.39
Kuwait,2010,female,5-14 years,0,225440,Kuwait2010,0.809,"1,15,41,90,50,942",35171,Generation Z,0
Kuwait,2010,female,55-74 years,0,72487,Kuwait2010,0.809,"1,15,41,90,50,942",35171,Silent,0
Kuwait,2010,female,75+ years,0,8964,Kuwait2010,0.809,"1,15,41,90,50,942",35171,Silent,0
Kuwait,2010,male,5-14 years,0,237315,Kuwait2010,0.809,"1,15,41,90,50,942",35171,Generation Z,0
Kuwait,2010,male,75+ years,0,8151,Kuwait2010,0.809,"1,15,41,90,50,942",35171,Silent,0
Kuwait,2011,female,25-34 years,6,354327,Kuwait2011,0.812,"1,54,02,75,36,232",46203,Millenials,1.69
Kuwait,2011,male,55-74 years,2,128263,Kuwait2011,0.812,"1,54,02,75,36,232",46203,Boomers,1.56
Kuwait,2011,male,15-24 years,4,260399,Kuwait2011,0.812,"1,54,02,75,36,232",46203,Millenials,1.54
Kuwait,2011,male,25-34 years,9,614348,Kuwait2011,0.812,"1,54,02,75,36,232",46203,Millenials,1.46
Kuwait,2011,female,5-14 years,3,230439,Kuwait2011,0.812,"1,54,02,75,36,232",46203,Generation Z,1.3
Kuwait,2011,male,35-54 years,9,777932,Kuwait2011,0.812,"1,54,02,75,36,232",46203,Generation X,1.16
Kuwait,2011,female,35-54 years,4,396994,Kuwait2011,0.812,"1,54,02,75,36,232",46203,Generation X,1.01
Kuwait,2011,female,15-24 years,2,232768,Kuwait2011,0.812,"1,54,02,75,36,232",46203,Millenials,0.86
Kuwait,2011,male,5-14 years,2,242095,Kuwait2011,0.812,"1,54,02,75,36,232",46203,Generation Z,0.83
Kuwait,2011,female,55-74 years,0,77462,Kuwait2011,0.812,"1,54,02,75,36,232",46203,Boomers,0
Kuwait,2011,female,75+ years,0,9934,Kuwait2011,0.812,"1,54,02,75,36,232",46203,Silent,0
Kuwait,2011,male,75+ years,0,8737,Kuwait2011,0.812,"1,54,02,75,36,232",46203,Silent,0
Kuwait,2012,male,15-24 years,10,267410,Kuwait2012,0.815,"1,74,07,00,25,009",49781,Millenials,3.74
Kuwait,2012,female,55-74 years,2,83066,Kuwait2012,0.815,"1,74,07,00,25,009",49781,Boomers,2.41
Kuwait,2012,female,25-34 years,8,377621,Kuwait2012,0.815,"1,74,07,00,25,009",49781,Millenials,2.12
Kuwait,2012,male,35-54 years,17,822229,Kuwait2012,0.815,"1,74,07,00,25,009",49781,Generation X,2.07
Kuwait,2012,female,15-24 years,4,237359,Kuwait2012,0.815,"1,74,07,00,25,009",49781,Millenials,1.69
Kuwait,2012,male,25-34 years,8,637302,Kuwait2012,0.815,"1,74,07,00,25,009",49781,Millenials,1.26
Kuwait,2012,female,35-54 years,5,423084,Kuwait2012,0.815,"1,74,07,00,25,009",49781,Generation X,1.18
Kuwait,2012,male,55-74 years,1,138505,Kuwait2012,0.815,"1,74,07,00,25,009",49781,Boomers,0.72
Kuwait,2012,male,5-14 years,1,250917,Kuwait2012,0.815,"1,74,07,00,25,009",49781,Generation Z,0.4
Kuwait,2012,female,5-14 years,0,239552,Kuwait2012,0.815,"1,74,07,00,25,009",49781,Generation Z,0
Kuwait,2012,female,75+ years,0,10287,Kuwait2012,0.815,"1,74,07,00,25,009",49781,Silent,0
Kuwait,2012,male,75+ years,0,9366,Kuwait2012,0.815,"1,74,07,00,25,009",49781,Silent,0
Kuwait,2013,male,25-34 years,16,643877,Kuwait2013,0.816,"1,74,16,11,42,454",48729,Millenials,2.48
Kuwait,2013,male,55-74 years,3,146172,Kuwait2013,0.816,"1,74,16,11,42,454",48729,Boomers,2.05
Kuwait,2013,female,25-34 years,5,380061,Kuwait2013,0.816,"1,74,16,11,42,454",48729,Millenials,1.32
Kuwait,2013,female,15-24 years,3,233349,Kuwait2013,0.816,"1,74,16,11,42,454",48729,Millenials,1.29
Kuwait,2013,female,35-54 years,5,431425,Kuwait2013,0.816,"1,74,16,11,42,454",48729,Generation X,1.16
Kuwait,2013,male,35-54 years,7,847524,Kuwait2013,0.816,"1,74,16,11,42,454",48729,Generation X,0.83
Kuwait,2013,male,15-24 years,2,267988,Kuwait2013,0.816,"1,74,16,11,42,454",48729,Millenials,0.75
Kuwait,2013,female,5-14 years,0,251412,Kuwait2013,0.816,"1,74,16,11,42,454",48729,Generation Z,0
Kuwait,2013,female,55-74 years,0,88514,Kuwait2013,0.816,"1,74,16,11,42,454",48729,Boomers,0
Kuwait,2013,female,75+ years,0,10926,Kuwait2013,0.816,"1,74,16,11,42,454",48729,Silent,0
Kuwait,2013,male,5-14 years,0,262862,Kuwait2013,0.816,"1,74,16,11,42,454",48729,Generation Z,0
Kuwait,2013,male,75+ years,0,9980,Kuwait2013,0.816,"1,74,16,11,42,454",48729,Silent,0
Kuwait,2014,male,25-34 years,22,663735,Kuwait2014,0.816,"1,62,63,14,12,509",43774,Millenials,3.31
Kuwait,2014,male,15-24 years,7,270301,Kuwait2014,0.816,"1,62,63,14,12,509",43774,Millenials,2.59
Kuwait,2014,female,15-24 years,5,228222,Kuwait2014,0.816,"1,62,63,14,12,509",43774,Millenials,2.19
Kuwait,2014,male,35-54 years,18,892860,Kuwait2014,0.816,"1,62,63,14,12,509",43774,Generation X,2.02
Kuwait,2014,male,55-74 years,3,156953,Kuwait2014,0.816,"1,62,63,14,12,509",43774,Boomers,1.91
Kuwait,2014,female,35-54 years,8,454428,Kuwait2014,0.816,"1,62,63,14,12,509",43774,Generation X,1.76
Kuwait,2014,female,55-74 years,1,94314,Kuwait2014,0.816,"1,62,63,14,12,509",43774,Boomers,1.06
Kuwait,2014,female,25-34 years,4,390934,Kuwait2014,0.816,"1,62,63,14,12,509",43774,Millenials,1.02
Kuwait,2014,female,5-14 years,0,264790,Kuwait2014,0.816,"1,62,63,14,12,509",43774,Generation Z,0
Kuwait,2014,female,75+ years,0,11335,Kuwait2014,0.816,"1,62,63,14,12,509",43774,Silent,0
Kuwait,2014,male,5-14 years,0,276927,Kuwait2014,0.816,"1,62,63,14,12,509",43774,Generation Z,0
Kuwait,2014,male,75+ years,0,10485,Kuwait2014,0.816,"1,62,63,14,12,509",43774,Silent,0
Kyrgyzstan,1990,male,75+ years,14,25200,Kyrgyzstan1990,0.615,"2,67,40,00,000",715,G.I. Generation,55.56
Kyrgyzstan,1990,male,35-54 years,149,354400,Kyrgyzstan1990,0.615,"2,67,40,00,000",715,Silent,42.04
Kyrgyzstan,1990,male,55-74 years,68,175000,Kyrgyzstan1990,0.615,"2,67,40,00,000",715,G.I. Generation,38.86
Kyrgyzstan,1990,male,25-34 years,99,350200,Kyrgyzstan1990,0.615,"2,67,40,00,000",715,Boomers,28.27
Kyrgyzstan,1990,female,75+ years,15,59800,Kyrgyzstan1990,0.615,"2,67,40,00,000",715,G.I. Generation,25.08
Kyrgyzstan,1990,female,55-74 years,38,242200,Kyrgyzstan1990,0.615,"2,67,40,00,000",715,G.I. Generation,15.69
Kyrgyzstan,1990,male,15-24 years,54,400300,Kyrgyzstan1990,0.615,"2,67,40,00,000",715,Generation X,13.49
Kyrgyzstan,1990,female,35-54 years,36,368500,Kyrgyzstan1990,0.615,"2,67,40,00,000",715,Silent,9.77
Kyrgyzstan,1990,female,15-24 years,31,390100,Kyrgyzstan1990,0.615,"2,67,40,00,000",715,Generation X,7.95
Kyrgyzstan,1990,female,25-34 years,23,357500,Kyrgyzstan1990,0.615,"2,67,40,00,000",715,Boomers,6.43
Kyrgyzstan,1990,male,5-14 years,16,511400,Kyrgyzstan1990,0.615,"2,67,40,00,000",715,Generation X,3.13
Kyrgyzstan,1990,female,5-14 years,4,502700,Kyrgyzstan1990,0.615,"2,67,40,00,000",715,Generation X,0.8
Kyrgyzstan,1991,male,75+ years,14,24100,Kyrgyzstan1991,,"2,57,08,33,333",677,G.I. Generation,58.09
Kyrgyzstan,1991,male,55-74 years,73,180300,Kyrgyzstan1991,,"2,57,08,33,333",677,Silent,40.49
Kyrgyzstan,1991,male,35-54 years,138,361100,Kyrgyzstan1991,,"2,57,08,33,333",677,Boomers,38.22
Kyrgyzstan,1991,male,25-34 years,120,351100,Kyrgyzstan1991,,"2,57,08,33,333",677,Boomers,34.18
Kyrgyzstan,1991,female,75+ years,14,58300,Kyrgyzstan1991,,"2,57,08,33,333",677,G.I. Generation,24.01
Kyrgyzstan,1991,female,55-74 years,38,245400,Kyrgyzstan1991,,"2,57,08,33,333",677,Silent,15.48
Kyrgyzstan,1991,male,15-24 years,49,408100,Kyrgyzstan1991,,"2,57,08,33,333",677,Generation X,12.01
Kyrgyzstan,1991,female,15-24 years,36,395500,Kyrgyzstan1991,,"2,57,08,33,333",677,Generation X,9.1
Kyrgyzstan,1991,female,35-54 years,26,376100,Kyrgyzstan1991,,"2,57,08,33,333",677,Boomers,6.91
Kyrgyzstan,1991,female,25-34 years,16,358700,Kyrgyzstan1991,,"2,57,08,33,333",677,Boomers,4.46
Kyrgyzstan,1991,male,5-14 years,16,523400,Kyrgyzstan1991,,"2,57,08,33,333",677,Millenials,3.06
Kyrgyzstan,1991,female,5-14 years,3,514400,Kyrgyzstan1991,,"2,57,08,33,333",677,Millenials,0.58
Kyrgyzstan,1992,male,75+ years,14,23000,Kyrgyzstan1992,,"2,31,65,62,500",603,G.I. Generation,60.87
Kyrgyzstan,1992,male,55-74 years,74,185900,Kyrgyzstan1992,,"2,31,65,62,500",603,Silent,39.81
Kyrgyzstan,1992,male,35-54 years,135,366000,Kyrgyzstan1992,,"2,31,65,62,500",603,Boomers,36.89
Kyrgyzstan,1992,male,25-34 years,86,349800,Kyrgyzstan1992,,"2,31,65,62,500",603,Boomers,24.59
Kyrgyzstan,1992,male,15-24 years,65,414000,Kyrgyzstan1992,,"2,31,65,62,500",603,Generation X,15.7
Kyrgyzstan,1992,female,75+ years,7,56800,Kyrgyzstan1992,,"2,31,65,62,500",603,G.I. Generation,12.32
Kyrgyzstan,1992,female,55-74 years,25,249100,Kyrgyzstan1992,,"2,31,65,62,500",603,Silent,10.04
Kyrgyzstan,1992,female,15-24 years,30,399700,Kyrgyzstan1992,,"2,31,65,62,500",603,Generation X,7.51
Kyrgyzstan,1992,female,35-54 years,21,380600,Kyrgyzstan1992,,"2,31,65,62,500",603,Boomers,5.52
Kyrgyzstan,1992,female,25-34 years,19,355300,Kyrgyzstan1992,,"2,31,65,62,500",603,Boomers,5.35
Kyrgyzstan,1992,male,5-14 years,11,534400,Kyrgyzstan1992,,"2,31,65,62,500",603,Millenials,2.06
Kyrgyzstan,1992,female,5-14 years,4,524700,Kyrgyzstan1992,,"2,31,65,62,500",603,Millenials,0.76
Kyrgyzstan,1993,male,75+ years,13,21800,Kyrgyzstan1993,,"2,02,82,95,455",528,G.I. Generation,59.63
Kyrgyzstan,1993,male,35-54 years,168,366800,Kyrgyzstan1993,,"2,02,82,95,455",528,Boomers,45.8
Kyrgyzstan,1993,male,55-74 years,85,189100,Kyrgyzstan1993,,"2,02,82,95,455",528,Silent,44.95
Kyrgyzstan,1993,female,75+ years,16,54100,Kyrgyzstan1993,,"2,02,82,95,455",528,G.I. Generation,29.57
Kyrgyzstan,1993,male,25-34 years,92,344400,Kyrgyzstan1993,,"2,02,82,95,455",528,Boomers,26.71
Kyrgyzstan,1993,male,15-24 years,73,414400,Kyrgyzstan1993,,"2,02,82,95,455",528,Generation X,17.62
Kyrgyzstan,1993,female,55-74 years,34,247700,Kyrgyzstan1993,,"2,02,82,95,455",528,Silent,13.73
Kyrgyzstan,1993,female,35-54 years,31,380700,Kyrgyzstan1993,,"2,02,82,95,455",528,Boomers,8.14
Kyrgyzstan,1993,female,25-34 years,21,346600,Kyrgyzstan1993,,"2,02,82,95,455",528,Boomers,6.06
Kyrgyzstan,1993,female,15-24 years,16,400400,Kyrgyzstan1993,,"2,02,82,95,455",528,Generation X,4
Kyrgyzstan,1993,male,5-14 years,11,543400,Kyrgyzstan1993,,"2,02,82,95,455",528,Millenials,2.02
Kyrgyzstan,1993,female,5-14 years,3,531800,Kyrgyzstan1993,,"2,02,82,95,455",528,Millenials,0.56
Kyrgyzstan,1994,male,75+ years,12,20500,Kyrgyzstan1994,,"1,68,10,06,993",437,G.I. Generation,58.54
Kyrgyzstan,1994,male,55-74 years,102,190400,Kyrgyzstan1994,,"1,68,10,06,993",437,Silent,53.57
Kyrgyzstan,1994,male,35-54 years,174,369000,Kyrgyzstan1994,,"1,68,10,06,993",437,Boomers,47.15
Kyrgyzstan,1994,male,25-34 years,116,339900,Kyrgyzstan1994,,"1,68,10,06,993",437,Boomers,34.13
Kyrgyzstan,1994,male,15-24 years,78,415300,Kyrgyzstan1994,,"1,68,10,06,993",437,Generation X,18.78
Kyrgyzstan,1994,female,75+ years,8,52100,Kyrgyzstan1994,,"1,68,10,06,993",437,G.I. Generation,15.36
Kyrgyzstan,1994,female,55-74 years,28,245200,Kyrgyzstan1994,,"1,68,10,06,993",437,Silent,11.42
Kyrgyzstan,1994,female,35-54 years,25,383400,Kyrgyzstan1994,,"1,68,10,06,993",437,Boomers,6.52
Kyrgyzstan,1994,female,15-24 years,12,403900,Kyrgyzstan1994,,"1,68,10,06,993",437,Generation X,2.97
Kyrgyzstan,1994,female,25-34 years,10,338900,Kyrgyzstan1994,,"1,68,10,06,993",437,Boomers,2.95
Kyrgyzstan,1994,male,5-14 years,11,552600,Kyrgyzstan1994,,"1,68,10,06,993",437,Millenials,1.99
Kyrgyzstan,1994,female,5-14 years,5,539900,Kyrgyzstan1994,,"1,68,10,06,993",437,Millenials,0.93
Kyrgyzstan,1995,male,35-54 years,180,378800,Kyrgyzstan1995,0.562,"1,66,10,18,519",425,Boomers,47.52
Kyrgyzstan,1995,male,55-74 years,88,192400,Kyrgyzstan1995,0.562,"1,66,10,18,519",425,Silent,45.74
Kyrgyzstan,1995,male,75+ years,9,19700,Kyrgyzstan1995,0.562,"1,66,10,18,519",425,G.I. Generation,45.69
Kyrgyzstan,1995,male,25-34 years,100,339500,Kyrgyzstan1995,0.562,"1,66,10,18,519",425,Generation X,29.46
Kyrgyzstan,1995,male,15-24 years,85,420500,Kyrgyzstan1995,0.562,"1,66,10,18,519",425,Generation X,20.21
Kyrgyzstan,1995,female,55-74 years,32,246200,Kyrgyzstan1995,0.562,"1,66,10,18,519",425,Silent,13
Kyrgyzstan,1995,female,75+ years,6,51600,Kyrgyzstan1995,0.562,"1,66,10,18,519",425,G.I. Generation,11.63
Kyrgyzstan,1995,female,15-24 years,41,412500,Kyrgyzstan1995,0.562,"1,66,10,18,519",425,Generation X,9.94
Kyrgyzstan,1995,female,35-54 years,35,394200,Kyrgyzstan1995,0.562,"1,66,10,18,519",425,Boomers,8.88
Kyrgyzstan,1995,female,25-34 years,21,334900,Kyrgyzstan1995,0.562,"1,66,10,18,519",425,Generation X,6.27
Kyrgyzstan,1995,male,5-14 years,5,564200,Kyrgyzstan1995,0.562,"1,66,10,18,519",425,Millenials,0.89
Kyrgyzstan,1995,female,5-14 years,3,550900,Kyrgyzstan1995,0.562,"1,66,10,18,519",425,Millenials,0.54
Kyrgyzstan,1996,male,55-74 years,81,194300,Kyrgyzstan1996,,"1,82,75,70,586",459,Silent,41.69
Kyrgyzstan,1996,male,75+ years,8,19500,Kyrgyzstan1996,,"1,82,75,70,586",459,G.I. Generation,41.03
Kyrgyzstan,1996,male,35-54 years,142,394300,Kyrgyzstan1996,,"1,82,75,70,586",459,Boomers,36.01
Kyrgyzstan,1996,male,25-34 years,84,341300,Kyrgyzstan1996,,"1,82,75,70,586",459,Generation X,24.61
Kyrgyzstan,1996,female,75+ years,12,51200,Kyrgyzstan1996,,"1,82,75,70,586",459,G.I. Generation,23.44
Kyrgyzstan,1996,male,15-24 years,71,427600,Kyrgyzstan1996,,"1,82,75,70,586",459,Generation X,16.6
Kyrgyzstan,1996,female,55-74 years,17,246900,Kyrgyzstan1996,,"1,82,75,70,586",459,Silent,6.89
Kyrgyzstan,1996,female,25-34 years,21,333700,Kyrgyzstan1996,,"1,82,75,70,586",459,Generation X,6.29
Kyrgyzstan,1996,female,15-24 years,18,421700,Kyrgyzstan1996,,"1,82,75,70,586",459,Generation X,4.27
Kyrgyzstan,1996,female,35-54 years,17,410200,Kyrgyzstan1996,,"1,82,75,70,586",459,Boomers,4.14
Kyrgyzstan,1996,male,5-14 years,6,576500,Kyrgyzstan1996,,"1,82,75,70,586",459,Millenials,1.04
Kyrgyzstan,1996,female,5-14 years,3,561600,Kyrgyzstan1996,,"1,82,75,70,586",459,Millenials,0.53
Kyrgyzstan,1997,male,55-74 years,72,194800,Kyrgyzstan1997,,"1,76,78,64,036",435,Silent,36.96
Kyrgyzstan,1997,male,75+ years,7,19800,Kyrgyzstan1997,,"1,76,78,64,036",435,G.I. Generation,35.35
Kyrgyzstan,1997,male,35-54 years,143,411600,Kyrgyzstan1997,,"1,76,78,64,036",435,Boomers,34.74
Kyrgyzstan,1997,male,25-34 years,83,344700,Kyrgyzstan1997,,"1,76,78,64,036",435,Generation X,24.08
Kyrgyzstan,1997,male,15-24 years,90,436400,Kyrgyzstan1997,,"1,76,78,64,036",435,Generation X,20.62
Kyrgyzstan,1997,female,75+ years,7,52200,Kyrgyzstan1997,,"1,76,78,64,036",435,G.I. Generation,13.41
Kyrgyzstan,1997,female,55-74 years,21,245800,Kyrgyzstan1997,,"1,76,78,64,036",435,Silent,8.54
Kyrgyzstan,1997,female,35-54 years,24,429500,Kyrgyzstan1997,,"1,76,78,64,036",435,Boomers,5.59
Kyrgyzstan,1997,female,25-34 years,17,336800,Kyrgyzstan1997,,"1,76,78,64,036",435,Generation X,5.05
Kyrgyzstan,1997,female,15-24 years,17,430200,Kyrgyzstan1997,,"1,76,78,64,036",435,Generation X,3.95
Kyrgyzstan,1997,male,5-14 years,14,587300,Kyrgyzstan1997,,"1,76,78,64,036",435,Millenials,2.38
Kyrgyzstan,1997,female,5-14 years,1,570800,Kyrgyzstan1997,,"1,76,78,64,036",435,Millenials,0.18
Kyrgyzstan,1998,male,55-74 years,79,192900,Kyrgyzstan1998,,"1,64,59,63,750",398,Silent,40.95
Kyrgyzstan,1998,male,75+ years,7,20700,Kyrgyzstan1998,,"1,64,59,63,750",398,G.I. Generation,33.82
Kyrgyzstan,1998,male,35-54 years,127,431400,Kyrgyzstan1998,,"1,64,59,63,750",398,Boomers,29.44
Kyrgyzstan,1998,male,25-34 years,101,349000,Kyrgyzstan1998,,"1,64,59,63,750",398,Generation X,28.94
Kyrgyzstan,1998,male,15-24 years,89,447700,Kyrgyzstan1998,,"1,64,59,63,750",398,Generation X,19.88
Kyrgyzstan,1998,female,55-74 years,16,240600,Kyrgyzstan1998,,"1,64,59,63,750",398,Silent,6.65
Kyrgyzstan,1998,female,25-34 years,20,341000,Kyrgyzstan1998,,"1,64,59,63,750",398,Generation X,5.87
Kyrgyzstan,1998,female,75+ years,3,54200,Kyrgyzstan1998,,"1,64,59,63,750",398,G.I. Generation,5.54
Kyrgyzstan,1998,female,35-54 years,24,452600,Kyrgyzstan1998,,"1,64,59,63,750",398,Boomers,5.3
Kyrgyzstan,1998,female,15-24 years,22,439800,Kyrgyzstan1998,,"1,64,59,63,750",398,Generation X,5
Kyrgyzstan,1998,male,5-14 years,18,593800,Kyrgyzstan1998,,"1,64,59,63,750",398,Millenials,3.03
Kyrgyzstan,1998,female,5-14 years,3,576000,Kyrgyzstan1998,,"1,64,59,63,750",398,Millenials,0.52
Kyrgyzstan,1999,male,55-74 years,71,183800,Kyrgyzstan1999,,"1,24,90,62,025",291,Silent,38.63
Kyrgyzstan,1999,male,35-54 years,178,466100,Kyrgyzstan1999,,"1,24,90,62,025",291,Boomers,38.19
Kyrgyzstan,1999,male,25-34 years,104,373200,Kyrgyzstan1999,,"1,24,90,62,025",291,Generation X,27.87
Kyrgyzstan,1999,male,75+ years,5,23400,Kyrgyzstan1999,,"1,24,90,62,025",291,G.I. Generation,21.37
Kyrgyzstan,1999,female,75+ years,11,54700,Kyrgyzstan1999,,"1,24,90,62,025",291,G.I. Generation,20.11
Kyrgyzstan,1999,male,15-24 years,87,471200,Kyrgyzstan1999,,"1,24,90,62,025",291,Generation X,18.46
Kyrgyzstan,1999,female,55-74 years,23,227800,Kyrgyzstan1999,,"1,24,90,62,025",291,Silent,10.1
Kyrgyzstan,1999,female,15-24 years,23,463100,Kyrgyzstan1999,,"1,24,90,62,025",291,Generation X,4.97
Kyrgyzstan,1999,female,25-34 years,18,368000,Kyrgyzstan1999,,"1,24,90,62,025",291,Generation X,4.89
Kyrgyzstan,1999,female,35-54 years,22,488600,Kyrgyzstan1999,,"1,24,90,62,025",291,Boomers,4.5
Kyrgyzstan,1999,male,5-14 years,12,595600,Kyrgyzstan1999,,"1,24,90,62,025",291,Millenials,2.01
Kyrgyzstan,1999,female,5-14 years,2,582600,Kyrgyzstan1999,,"1,24,90,62,025",291,Millenials,0.34
Kyrgyzstan,2000,male,55-74 years,76,177198,Kyrgyzstan2000,0.593,"1,36,96,93,171",313,Silent,42.89
Kyrgyzstan,2000,male,35-54 years,147,488125,Kyrgyzstan2000,0.593,"1,36,96,93,171",313,Boomers,30.12
Kyrgyzstan,2000,male,75+ years,7,25297,Kyrgyzstan2000,0.593,"1,36,96,93,171",313,G.I. Generation,27.67
Kyrgyzstan,2000,male,25-34 years,91,377804,Kyrgyzstan2000,0.593,"1,36,96,93,171",313,Generation X,24.09
Kyrgyzstan,2000,female,75+ years,10,56276,Kyrgyzstan2000,0.593,"1,36,96,93,171",313,G.I. Generation,17.77
Kyrgyzstan,2000,male,15-24 years,78,483268,Kyrgyzstan2000,0.593,"1,36,96,93,171",313,Generation X,16.14
Kyrgyzstan,2000,female,35-54 years,34,512008,Kyrgyzstan2000,0.593,"1,36,96,93,171",313,Boomers,6.64
Kyrgyzstan,2000,female,55-74 years,13,219715,Kyrgyzstan2000,0.593,"1,36,96,93,171",313,Silent,5.92
Kyrgyzstan,2000,female,15-24 years,24,475445,Kyrgyzstan2000,0.593,"1,36,96,93,171",313,Generation X,5.05
Kyrgyzstan,2000,female,25-34 years,13,372683,Kyrgyzstan2000,0.593,"1,36,96,93,171",313,Generation X,3.49
Kyrgyzstan,2000,male,5-14 years,15,597753,Kyrgyzstan2000,0.593,"1,36,96,93,171",313,Millenials,2.51
Kyrgyzstan,2000,female,5-14 years,2,583630,Kyrgyzstan2000,0.593,"1,36,96,93,171",313,Millenials,0.34
Kyrgyzstan,2001,male,75+ years,12,27487,Kyrgyzstan2001,,"1,52,51,12,242",345,Silent,43.66
Kyrgyzstan,2001,male,55-74 years,63,172604,Kyrgyzstan2001,,"1,52,51,12,242",345,Silent,36.5
Kyrgyzstan,2001,male,35-54 years,175,505650,Kyrgyzstan2001,,"1,52,51,12,242",345,Boomers,34.61
Kyrgyzstan,2001,male,25-34 years,92,382626,Kyrgyzstan2001,,"1,52,51,12,242",345,Generation X,24.04
Kyrgyzstan,2001,male,15-24 years,119,495353,Kyrgyzstan2001,,"1,52,51,12,242",345,Millenials,24.02
Kyrgyzstan,2001,female,75+ years,5,57933,Kyrgyzstan2001,,"1,52,51,12,242",345,Silent,8.63
Kyrgyzstan,2001,female,55-74 years,13,214506,Kyrgyzstan2001,,"1,52,51,12,242",345,Silent,6.06
Kyrgyzstan,2001,female,35-54 years,30,530196,Kyrgyzstan2001,,"1,52,51,12,242",345,Boomers,5.66
Kyrgyzstan,2001,male,5-14 years,22,594237,Kyrgyzstan2001,,"1,52,51,12,242",345,Millenials,3.7
Kyrgyzstan,2001,female,15-24 years,18,487701,Kyrgyzstan2001,,"1,52,51,12,242",345,Millenials,3.69
Kyrgyzstan,2001,female,25-34 years,9,378112,Kyrgyzstan2001,,"1,52,51,12,242",345,Generation X,2.38
Kyrgyzstan,2001,female,5-14 years,2,579379,Kyrgyzstan2001,,"1,52,51,12,242",345,Millenials,0.35
Kyrgyzstan,2002,male,35-54 years,190,519663,Kyrgyzstan2002,,"1,60,56,40,633",359,Boomers,36.56
Kyrgyzstan,2002,male,55-74 years,50,170209,Kyrgyzstan2002,,"1,60,56,40,633",359,Silent,29.38
Kyrgyzstan,2002,male,25-34 years,106,387433,Kyrgyzstan2002,,"1,60,56,40,633",359,Generation X,27.36
Kyrgyzstan,2002,male,75+ years,8,30232,Kyrgyzstan2002,,"1,60,56,40,633",359,Silent,26.46
Kyrgyzstan,2002,male,15-24 years,96,508597,Kyrgyzstan2002,,"1,60,56,40,633",359,Millenials,18.88
Kyrgyzstan,2002,female,75+ years,5,60154,Kyrgyzstan2002,,"1,60,56,40,633",359,Silent,8.31
Kyrgyzstan,2002,female,55-74 years,16,211702,Kyrgyzstan2002,,"1,60,56,40,633",359,Silent,7.56
Kyrgyzstan,2002,female,35-54 years,40,544358,Kyrgyzstan2002,,"1,60,56,40,633",359,Boomers,7.35
Kyrgyzstan,2002,female,15-24 years,27,501146,Kyrgyzstan2002,,"1,60,56,40,633",359,Millenials,5.39
Kyrgyzstan,2002,male,5-14 years,17,586103,Kyrgyzstan2002,,"1,60,56,40,633",359,Millenials,2.9
Kyrgyzstan,2002,female,25-34 years,10,383200,Kyrgyzstan2002,,"1,60,56,40,633",359,Generation X,2.61
Kyrgyzstan,2002,female,5-14 years,2,570366,Kyrgyzstan2002,,"1,60,56,40,633",359,Millenials,0.35
Kyrgyzstan,2003,male,55-74 years,61,168167,Kyrgyzstan2003,,"1,91,90,12,781",424,Silent,36.27
Kyrgyzstan,2003,male,35-54 years,154,533937,Kyrgyzstan2003,,"1,91,90,12,781",424,Boomers,28.84
Kyrgyzstan,2003,male,25-34 years,97,392508,Kyrgyzstan2003,,"1,91,90,12,781",424,Generation X,24.71
Kyrgyzstan,2003,male,15-24 years,71,521648,Kyrgyzstan2003,,"1,91,90,12,781",424,Millenials,13.61
